experiment,model,outlier_type,val_rmse_zscore,gap_ratio,gap_zscore,mono_violations,mono_rate,max_jump,mean_abs_diff,mean_rolling_var,mean_ma_dev,slope,slope_dev,slope_consistency,final_pred,mean_corr_with_others,min_corr_with_others,rank_in_experiment,mean_abs_div,max_abs_div,div_growth_ratio,div_sign_cons,early_div,late_div,val_rmse
Exp_005,RF,Inlier,0.5787527072932511,2.850302672905942,0.4765732677411501,38,0.25,8.717907764515353,1.4695634491834677,9.350176300747204,3.9352706701375415,-0.8594279313600466,0.1405720686399534,0.4103069613632411,0.1263985534211834,0.2301705350247221,-0.0446865318928451,2,6.006849589114272,18.054294881941203,0.1921915677173918,0.7124183006535948,14.565857970723435,2.799435078542204,35.35989909174025
Exp_005,XGB,Inlier,-0.6907191606328129,1.3162812922186002,-0.3536417495232941,31,0.2039473684210526,7.646591186523437,1.1029365752872669,7.247452538279237,3.678910415060528,-0.8655344260711442,0.1344655739288558,0.2805248562464457,14.519415855407717,0.0423555233456709,-0.5934621046058491,5,5.163993819354919,13.27543438944619,2.3582301470174656,0.6797385620915033,4.778329720391636,11.268401199017092,34.41721661908016
Exp_005,SVR,Inlier,0.6690622736479481,1.246004612802516,-0.4977790668861382,59,0.3881578947368421,9.111535432467434,2.7086237380605467,12.383688995814024,4.1984497168956665,-0.9123459802816548,0.0876540197183451,0.3962984310553451,3.5094623718820515,0.246153352133502,-0.3361010910810756,1,3.6246121452055418,14.503026571844046,0.2674975233512703,0.6339869281045751,9.504355098404131,2.542391449874124,33.00488294037129
Exp_005,LSTM,Inlier,0.2570183962740314,1.293071074521778,-0.4840428465817075,47,0.3092105263157895,11.610721588134766,2.1529738181515743,17.657481545458023,4.64650957377351,-1.1066275207188534,0.1066275207188534,0.6829166882371392,4.597985744476318,0.0776014768870982,-0.1696368609409111,4,5.971777948387032,16.85094917889127,0.2198254901510322,0.6143790849673203,11.189278159247037,2.4596885557927197,20.93273252042085
Exp_005,CNN,Inlier,1.555352691672822,1.500023079800032,-0.8537727008373969,52,0.3421052631578947,9.395423889160156,2.14971010935934,18.155207923283424,4.7966866460476245,-0.9925150949021,0.0074849050979001,0.9349501467021611,5.237540245056152,-0.2919427157420819,-0.5934621046058491,6,6.728380335440085,22.82816705526838,0.454714825019256,0.5751633986928104,5.863809205796516,2.6663609769600654,27.21792142287929
Exp_005,Transformer,Type2,0.3996236299707286,1.800398474345307,-0.3270580255569825,5,0.0328947368421052,3.07000732421875,1.0842963911985095,10.635379473707289,4.73773003727312,-1.0939446609275187,0.0939446609275187,0.3215905314036777,1.8552377223968504,0.1464382843545164,-0.3158269901897284,3,4.39896906456246,17.948440551757812,0.4352156929606116,0.6274509803921569,9.843040722316696,4.28384578880258,11.091662917123376
Exp_006,RF,Inlier,-0.5845152148611844,1.8382521175115367,-0.7493611481425209,41,0.2697368421052631,7.153214016559609,1.3485269969092997,8.414301589882465,3.888868621330971,-0.9042863136722205,0.0957136863277795,0.3097966770767275,1.1121485496451833,0.3067382099195136,-0.1455724020393694,2,2.488245761481293,13.696514617859208,0.1266782557968783,0.8562091503267975,4.584138138477223,0.5807106237142433,34.44634306539539
Exp_006,XGB,Inlier,-0.3344784103344523,1.6498969179083611,0.6896036714465574,40,0.2631578947368421,9.86663055419922,1.4046563662980731,7.585341480051968,3.51809022219575,-0.816503356069403,0.1834966439305969,0.3356712908546418,15.570231437683104,0.1702661455251831,-0.3548670771672171,4,4.881323391282603,16.34281058533574,1.7221064148370178,0.6274509803921569,5.740658504695515,9.886024836324829,36.03216810950841
Exp_006,SVR,Inlier,-0.8863365970657269,1.3066966391678587,1.0146453818064556,54,0.3552631578947368,9.214486319332792,2.630997248623068,12.978754331920523,4.168270382575141,-0.8933800904135772,0.1066199095864227,0.4412107327101346,1.7343909616324993,0.3092139645764798,-0.1855214629263058,1,3.245790160919385,14.246535305085317,0.1451203969692958,0.5620915032679739,7.342800672442538,1.065590148451273,32.466045567796336
Exp_006,LSTM,Inlier,0.3030987772430964,1.3097327173834266,-0.435743494266396,54,0.3552631578947368,11.115619659423828,2.2068752175883244,20.486566285462263,5.11201117918543,-1.0715519593909233,0.0715519593909232,0.8651530748693191,7.782101631164551,0.2014435781809806,-0.1693378526429598,3,6.491653720703372,26.252888191999403,0.2020220476453318,0.5163398692810458,18.0408023209067,3.644639826034226,21.059754144550364
