experiment,model,val_rmse,train_rmse,gap_ratio,median_r,deviation,outlier,otype,val_rmse_zscore,gap_zscore,test_mae
Exp_025,SVR,33.38395772943852,27.931875020267604,1.1951921489414814,28.83770806444081,4.54624966499771,False,Inlier,1.763293165639727,-1.764008211702129,4.92296790679864
Exp_025,LSTM,23.305097371102367,19.85731189495092,1.1736280063681785,28.83770806444081,-5.5326106933384445,False,Inlier,1.1176551332563487,-0.8302885846686437,6.27047077814738
Exp_025,CNN,24.291458399443105,11.752221729365553,2.066967332546617,28.83770806444081,-4.546249664997706,False,Inlier,0.8285313523716896,0.44206685178001764,8.109131233364929
Exp_025,Transformer,8.561151774273625,3.4379638358938656,2.4901808695284715,28.83770806444081,-20.276556290167186,True,Type2,-0.3552847530246186,0.6469455584302304,4.455644722857507
Exp_026,RF,35.471943343502815,9.456399337501667,3.75110463057859,25.57134731213747,9.900596031365346,False,Inlier,0.7214231951216376,1.5677481264673716,6.941056975211791
Exp_026,XGB,35.465602489749664,18.727681215280548,1.8937530002813205,25.57134731213747,9.894255177612195,False,Inlier,-0.45945662960132927,1.4521631012851712,4.322608901005165
Exp_026,SVR,32.45409479904099,24.825474053205102,1.3072900331927797,25.57134731213747,6.882747486903519,False,Inlier,-0.9208334845726209,1.0294325570705702,5.595758459339268
Exp_026,LSTM,18.688599825233947,12.927537703642622,1.4456426470114272,25.57134731213747,-6.882747486903522,False,Inlier,-0.5570988081627768,-0.04176304295317722,5.143642207376318
Exp_026,CNN,13.967543991563083,4.808966590440066,2.904479315645427,25.57134731213747,-11.603803320574386,False,Inlier,-1.7355336081877717,2.3563311700666856,7.426019958421295
Exp_026,Transformer,7.991955765900568,4.180525023784369,1.911711022044295,25.57134731213747,-17.579391546236902,False,Inlier,-0.5250887230653954,-0.16987973112867602,2.3943169732498966
Exp_027,RF,33.91316991692701,23.08224293414171,1.4692319985405282,29.57161429245607,4.341555624470942,False,Inlier,-1.2634261986230246,-1.1963689202233774,3.7479039135484
Exp_027,XGB,46.32609607698856,40.03906631097543,1.1570223870152974,29.57161429245607,16.754481784532494,False,Inlier,1.9362502427472317,-0.8516583614805575,22.359094033833422
Exp_027,SVR,32.46363030541271,25.07534293301664,1.2946435226083362,29.57161429245607,2.8920160129566383,False,Inlier,-0.8933084527223252,0.7142858575119574,5.359431016830622
